epoch,step,train_loss
0,62,2.3363823890686035
1,125,2.1419761180877686
2,188,2.1096506118774414
3,251,2.0960609912872314
4,314,2.090106964111328
5,377,2.0271310806274414
6,440,2.0510101318359375
7,503,2.0290138721466064
8,566,1.994189977645874
9,629,1.992565631866455
10,692,1.956118106842041
11,755,1.9486695528030396
12,818,1.9453591108322144
13,881,1.959909439086914
14,944,1.9438179731369019
15,1007,1.9212195873260498
16,1070,1.940438985824585
17,1133,1.8701854944229126
18,1196,1.8532592058181763
19,1259,1.837942123413086
20,1322,1.797978401184082
21,1385,1.818984866142273
22,1448,1.7829678058624268
23,1511,1.7726361751556396
24,1574,1.7566739320755005
25,1637,1.7588474750518799
26,1700,1.6720643043518066
27,1763,1.6559380292892456
28,1826,1.6531436443328857
29,1889,1.6520005464553833
30,1952,1.638608455657959
31,2015,1.5892759561538696
32,2078,1.5997471809387207
33,2141,1.6006112098693848
34,2204,1.4626704454421997
35,2267,1.468366026878357
36,2330,1.5047998428344727
37,2393,1.4382730722427368
38,2456,1.4052157402038574
39,2519,1.3684768676757812
40,2582,1.403548002243042
41,2645,1.3506176471710205
42,2708,1.2955933809280396
43,2771,1.311509609222412
44,2834,1.2590993642807007
45,2897,1.2726496458053589
46,2960,1.1933501958847046
47,3023,1.2148035764694214
48,3086,1.35764741897583
49,3149,1.1694955825805664
50,3212,1.1628683805465698
51,3275,1.1758273839950562
52,3338,1.1052892208099365
53,3401,1.1545462608337402
54,3464,0.9970670938491821
55,3527,1.016093134880066
56,3590,1.0603657960891724
57,3653,1.0383765697479248
58,3716,0.9595451951026917
59,3779,0.8933544754981995
60,3842,0.9549702405929565
61,3905,0.9933928847312927
62,3968,0.8284249901771545
63,4031,0.8782811760902405
64,4094,0.8662034869194031
65,4157,0.7613685131072998
66,4220,0.7883901000022888
67,4283,0.8703080415725708
68,4346,0.7810366153717041
69,4409,0.81131911277771
70,4472,0.6828227639198303
71,4535,0.6432027220726013
72,4598,0.6239582300186157
73,4661,0.6616340279579163
74,4724,0.599724292755127
75,4787,0.6674984693527222
76,4850,0.643814206123352
77,4913,0.5318861603736877
78,4976,0.5586903691291809
79,5039,0.5730239152908325
80,5102,0.591245174407959
81,5165,0.46042579412460327
82,5228,0.5329445600509644
83,5291,0.4816593825817108
84,5354,0.4891311824321747
85,5417,0.4552285075187683
86,5480,0.43017300963401794
87,5543,0.46042683720588684
88,5606,0.4568507969379425
89,5669,0.4134610891342163
90,5732,0.44409871101379395
91,5795,0.47364333271980286
92,5858,0.49357175827026367
93,5921,0.5258377194404602
94,5984,0.4774017930030823
95,6047,0.5125134587287903
96,6110,0.31491759419441223
97,6173,0.31453025341033936
98,6236,0.2612836956977844
99,6299,0.2805779278278351
100,6362,0.254656583070755
101,6425,0.2731916904449463
102,6488,0.2982046902179718
103,6551,0.2554820775985718
104,6614,0.2668841481208801
105,6677,0.24326872825622559
106,6740,0.2407432198524475
107,6803,0.22217850387096405
108,6866,0.25854694843292236
109,6929,0.2541328966617584
110,6992,0.2573903203010559
111,7055,0.251181960105896
112,7118,0.2601957321166992
113,7181,0.2565457224845886
114,7244,0.22638638317584991
115,7307,0.1825760304927826
116,7370,0.17172245681285858
117,7433,0.15742312371730804
118,7496,0.21911770105361938
119,7559,0.19092364609241486
120,7622,0.17453128099441528
121,7685,0.15002572536468506
122,7748,0.14860902726650238
123,7811,0.16346542537212372
124,7874,0.1468355506658554
125,7937,0.1730424016714096
126,8000,0.15101133286952972
127,8063,0.16265518963336945
128,8126,0.13922694325447083
129,8189,0.1366693526506424
130,8252,0.19028852880001068
131,8315,0.1369716078042984
132,8378,0.14740261435508728
133,8441,0.1584775447845459
134,8504,0.16009916365146637
135,8567,0.1442662626504898
136,8630,0.15673860907554626
137,8693,0.12839406728744507
138,8756,0.18407368659973145
139,8819,0.14232897758483887
140,8882,0.1385723203420639
141,8945,0.14085696637630463
142,9008,0.11549028009176254
143,9071,0.11908110231161118
144,9134,0.10579665750265121
145,9197,0.15018634498119354
146,9260,0.13653041422367096
147,9323,0.13280607759952545
148,9386,0.12553976476192474
149,9449,0.17324799299240112
150,9512,0.11714283376932144
151,9575,0.14942766726016998
152,9638,0.12350021302700043
153,9701,0.1466059684753418
154,9764,0.10995412617921829
155,9827,0.14202448725700378
156,9890,0.12902897596359253
157,9953,0.12107735872268677
158,10016,0.11451513320207596
159,10079,0.1137792244553566
