epoch,step,train_loss
0,41,2.3190574645996094
1,83,2.1350719928741455
2,125,2.0007569789886475
3,167,1.9867606163024902
4,209,2.0019752979278564
5,251,1.9574027061462402
6,293,1.912898063659668
7,335,1.9167956113815308
8,377,1.9047781229019165
9,419,1.8821810483932495
10,461,1.8700287342071533
11,503,1.834453821182251
12,545,1.8563424348831177
13,587,1.8018248081207275
14,629,1.801729679107666
15,671,1.7558090686798096
16,713,1.7956308126449585
17,755,1.7147797346115112
18,797,1.7934783697128296
19,839,1.7257938385009766
20,881,1.644458532333374
21,923,1.7221001386642456
22,965,1.608683705329895
23,1007,1.618701696395874
24,1049,1.5842655897140503
25,1091,1.5963929891586304
26,1133,1.5766199827194214
27,1175,1.5518606901168823
28,1217,1.5214866399765015
29,1259,1.4543554782867432
30,1301,1.431307077407837
31,1343,1.502432107925415
32,1385,1.4391008615493774
33,1427,1.433449387550354
34,1469,1.392936110496521
35,1511,1.3334276676177979
36,1553,1.3820559978485107
37,1595,1.4412301778793335
38,1637,1.3285343647003174
39,1679,1.3122159242630005
40,1721,1.27522873878479
41,1763,1.2594184875488281
42,1805,1.2675729990005493
43,1847,1.2629624605178833
44,1889,1.2280153036117554
45,1931,1.1745957136154175
46,1973,1.2535717487335205
47,2015,1.3139944076538086
48,2057,1.1490603685379028
49,2099,1.1252076625823975
50,2141,1.087113380432129
51,2183,1.0611873865127563
52,2225,1.0951547622680664
53,2267,1.0603983402252197
54,2309,1.0159063339233398
55,2351,1.0959943532943726
56,2393,1.1228179931640625
57,2435,0.9821340441703796
58,2477,0.9115661382675171
59,2519,0.8908799886703491
60,2561,0.7952722311019897
61,2603,0.8208891749382019
62,2645,0.790941059589386
63,2687,0.8549863696098328
64,2729,0.7804063558578491
65,2771,0.9554547667503357
66,2813,0.8606634736061096
67,2855,0.7737938165664673
68,2897,0.7726224064826965
69,2939,0.7877019643783569
70,2981,0.8171793818473816
71,3023,0.7941293716430664
72,3065,0.6757170557975769
73,3107,0.7301322817802429
74,3149,0.7246477603912354
75,3191,0.6781638264656067
76,3233,0.6969949007034302
77,3275,0.6935713887214661
78,3317,0.6090944409370422
79,3359,0.6007760763168335
80,3401,0.6123477220535278
81,3443,0.5756782293319702
82,3485,0.559280514717102
83,3527,0.5517699718475342
84,3569,0.5135216116905212
85,3611,0.529715359210968
86,3653,0.6214484572410583
87,3695,0.6557801961898804
88,3737,0.7192491292953491
89,3779,0.5927724838256836
90,3821,0.5927161574363708
91,3863,0.5332685112953186
92,3905,0.424591064453125
93,3947,0.40170910954475403
94,3989,0.3859442472457886
95,4031,0.366340696811676
96,4073,0.3852763772010803
97,4115,0.34871020913124084
98,4157,0.3775217533111572
99,4199,0.33976688981056213
100,4241,0.3214300870895386
101,4283,0.34976938366889954
102,4325,0.3652629554271698
103,4367,0.38929927349090576
104,4409,0.312633752822876
105,4451,0.326780766248703
106,4493,0.331745445728302
107,4535,0.35144248604774475
108,4577,0.3539585769176483
109,4619,0.3833879828453064
110,4661,0.39695441722869873
111,4703,0.3264065682888031
112,4745,0.3110581338405609
113,4787,0.25051575899124146
114,4829,0.289763480424881
115,4871,0.26216816902160645
116,4913,0.2672804296016693
117,4955,0.27882274985313416
118,4997,0.23158793151378632
119,5039,0.25962549448013306
120,5081,0.25234708189964294
121,5123,0.30155694484710693
122,5165,0.27801623940467834
123,5207,0.2883108854293823
124,5249,0.342550665140152
125,5291,0.26960861682891846
126,5333,0.27337315678596497
127,5375,0.2542213201522827
128,5417,0.23369483649730682
129,5459,0.24197602272033691
130,5501,0.2602105736732483
131,5543,0.22970926761627197
132,5585,0.22854621708393097
133,5627,0.2375779151916504
