epoch,step,train_loss
0,41,2.268230676651001
1,83,2.141495704650879
2,125,1.9457426071166992
3,167,1.7623436450958252
4,209,1.5714375972747803
5,251,1.501407265663147
6,293,1.4169427156448364
7,335,1.3564672470092773
8,377,1.2916934490203857
9,419,1.2215474843978882
10,461,1.2030426263809204
11,503,1.1451187133789062
12,545,1.0365549325942993
13,587,1.018444299697876
14,629,0.9379422664642334
15,671,0.935100793838501
16,713,0.8351806402206421
17,755,0.7920665144920349
18,797,0.7480184435844421
19,839,0.8109755516052246
20,881,0.8259211778640747
21,923,0.6233320236206055
22,965,0.5032440423965454
23,1007,0.5215046405792236
24,1049,0.46976959705352783
25,1091,0.5438300967216492
26,1133,0.43139201402664185
27,1175,0.4181464910507202
28,1217,0.2931709289550781
29,1259,0.4224086105823517
30,1301,0.3845897316932678
31,1343,0.3729771077632904
32,1385,0.31205347180366516
33,1427,0.2918402850627899
34,1469,0.3174106478691101
35,1511,0.27954375743865967
36,1553,0.24134676158428192
37,1595,0.34698015451431274
38,1637,0.26981320977211
39,1679,0.24625346064567566
40,1721,0.3313414454460144
41,1763,0.23914271593093872
42,1805,0.22171321511268616
43,1847,0.24678583443164825
44,1889,0.16858480870723724
45,1931,0.14991185069084167
46,1973,0.16015128791332245
47,2015,0.19950103759765625
48,2057,0.19138279557228088
49,2099,0.1518058478832245
50,2141,0.10598362237215042
51,2183,0.09618844091892242
52,2225,0.11575552821159363
53,2267,0.17345400154590607
54,2309,0.11362888664007187
55,2351,0.10157231241464615
56,2393,0.0512857511639595
57,2435,0.05433826893568039
58,2477,0.04584772139787674
59,2519,0.13185325264930725
60,2561,0.16122014820575714
61,2603,0.12093596160411835
62,2645,0.1705508828163147
63,2687,0.38560906052589417
64,2729,0.23930317163467407
65,2771,0.14520949125289917
66,2813,0.03086228482425213
67,2855,0.020087430253624916
68,2897,0.01983570121228695
69,2939,0.030838819220662117
70,2981,0.023194050416350365
71,3023,0.014630787074565887
72,3065,0.01346118375658989
73,3107,0.017185833305120468
74,3149,0.01929454319179058
75,3191,0.02437480352818966
76,3233,0.020629461854696274
77,3275,0.02175729349255562
78,3317,0.03223428875207901
79,3359,0.02984624356031418
80,3401,0.009846627712249756
81,3443,0.008870670571923256
82,3485,0.010229993611574173
83,3527,0.003990461118519306
84,3569,0.006483454257249832
85,3611,0.005360661074519157
86,3653,0.003852014197036624
87,3695,0.00338010978884995
88,3737,0.0015404279110953212
89,3779,0.0017306553199887276
90,3821,0.0025938667822629213
91,3863,0.0016368828946724534
92,3905,0.0022179766092449427
93,3947,0.012945441529154778
94,3989,0.0024994444102048874
95,4031,0.0020720066968351603
96,4073,0.0051995799876749516
97,4115,0.010866162367165089
98,4157,0.0009997838642448187
99,4199,0.00248288013972342
100,4241,0.00652563339099288
101,4283,0.0023377903271466494
