epoch,step,train_loss
0,31,2.3271286487579346
1,63,2.1302969455718994
2,95,2.0741941928863525
3,127,2.053830623626709
4,159,2.0182900428771973
5,191,1.9887257814407349
6,223,1.9840270280838013
7,255,1.9417731761932373
8,287,1.9678055047988892
9,319,1.935916781425476
10,351,1.9870964288711548
11,383,1.9379990100860596
12,415,1.9151558876037598
13,447,1.8779207468032837
14,479,1.8469843864440918
15,511,1.841012716293335
16,543,1.8261622190475464
17,575,1.7948403358459473
18,607,1.7285641431808472
19,639,1.7165380716323853
20,671,1.7748756408691406
21,703,1.6728458404541016
22,735,1.6363394260406494
23,767,1.6590092182159424
24,799,1.5879502296447754
25,831,1.5906944274902344
26,863,1.5481607913970947
27,895,1.5503603219985962
28,927,1.5086522102355957
29,959,1.453152060508728
30,991,1.4413233995437622
31,1023,1.4379093647003174
32,1055,1.4053534269332886
33,1087,1.3759256601333618
34,1119,1.2913213968276978
35,1151,1.3139790296554565
36,1183,1.361494541168213
37,1215,1.4460257291793823
38,1247,1.3604687452316284
39,1279,1.2762032747268677
40,1311,1.187267780303955
41,1343,1.1453338861465454
42,1375,1.1790727376937866
43,1407,1.1520183086395264
44,1439,1.1917810440063477
45,1471,1.1254175901412964
46,1503,1.098781943321228
47,1535,1.0842058658599854
48,1567,1.0168533325195312
49,1599,0.9684754014015198
50,1631,1.0462943315505981
51,1663,0.9079672694206238
52,1695,1.0174630880355835
53,1727,1.3655773401260376
54,1759,0.9994202256202698
55,1791,0.8904430270195007
56,1823,0.8718974590301514
57,1855,0.8384692668914795
58,1887,0.736101508140564
59,1919,0.776809811592102
60,1951,0.8124522566795349
61,1983,1.3500115871429443
62,2015,1.068198561668396
63,2047,0.997887909412384
64,2079,0.8005657196044922
65,2111,0.6433238983154297
66,2143,0.547153890132904
67,2175,0.575332760810852
68,2207,0.494648277759552
69,2239,0.4873581528663635
70,2271,0.5044471621513367
71,2303,0.4644225835800171
72,2335,0.41580551862716675
73,2367,0.48124054074287415
74,2399,0.40076157450675964
75,2431,0.39988648891448975
76,2463,0.46403977274894714
77,2495,0.42035049200057983
78,2527,0.4616725742816925
79,2559,0.44331684708595276
80,2591,0.4434589445590973
81,2623,0.3904806077480316
82,2655,0.3678511381149292
83,2687,0.3578643500804901
84,2719,0.32549938559532166
85,2751,0.3533097505569458
86,2783,0.38484588265419006
87,2815,0.35164427757263184
88,2847,0.38627591729164124
89,2879,0.3776927888393402
90,2911,0.38237741589546204
91,2943,0.3454689383506775
92,2975,0.3009582757949829
93,3007,0.3073202073574066
94,3039,0.300332248210907
95,3071,0.32275623083114624
96,3103,0.31861090660095215
97,3135,0.31202036142349243
98,3167,0.29800865054130554
99,3199,0.2599491775035858
100,3231,0.2923516631126404
101,3263,0.30210018157958984
102,3295,0.2757154107093811
103,3327,0.28299206495285034
104,3359,0.2866140604019165
105,3391,0.2552714943885803
106,3423,0.2512311637401581
107,3455,0.2903631031513214
108,3487,0.2785395681858063
109,3519,0.32306161522865295
110,3551,0.2967579960823059
111,3583,0.3019718825817108
112,3615,0.2550274431705475
113,3647,0.2534466087818146
114,3679,0.2728394567966461
115,3711,0.2664756178855896
116,3743,0.2630148231983185
117,3775,0.2720263600349426
118,3807,0.249042809009552
119,3839,0.25603413581848145
120,3871,0.28033098578453064
121,3903,0.2621232271194458
