epoch,step,train_loss
0,31,2.2994186878204346
1,63,2.2078447341918945
2,95,2.1303598880767822
3,127,2.059915781021118
4,159,1.968606948852539
5,191,1.8696839809417725
6,223,1.7654701471328735
7,255,1.6911381483078003
8,287,1.5762354135513306
9,319,1.4823801517486572
10,351,1.428481936454773
11,383,1.2789349555969238
12,415,1.2195467948913574
13,447,1.12701416015625
14,479,1.0446699857711792
15,511,0.9196564555168152
16,543,0.8776616454124451
17,575,0.7957974672317505
18,607,0.691391110420227
19,639,0.587833046913147
20,671,0.5942467451095581
21,703,0.529468834400177
22,735,0.49855443835258484
23,767,0.39991816878318787
24,799,0.36510950326919556
25,831,0.4243832230567932
26,863,0.2579977214336395
27,895,0.24040599167346954
28,927,0.32559362053871155
29,959,0.21086423099040985
30,991,0.19868282973766327
31,1023,0.16612152755260468
32,1055,0.2886253297328949
33,1087,0.1281644105911255
34,1119,0.11448802798986435
35,1151,0.10770298540592194
36,1183,0.09896735846996307
37,1215,0.35124626755714417
38,1247,0.26887640357017517
39,1279,0.10485827922821045
40,1311,0.11261790990829468
41,1343,0.06314188241958618
42,1375,0.05645016208291054
43,1407,0.06479813158512115
44,1439,0.04920239374041557
45,1471,0.040745072066783905
46,1503,0.05767986923456192
47,1535,0.1317383050918579
48,1567,0.05570610985159874
49,1599,0.046044934540987015
50,1631,0.037748269736766815
51,1663,0.09053488820791245
52,1695,0.18042901158332825
53,1727,0.04862469434738159
54,1759,0.038114678114652634
55,1791,0.03508143126964569
56,1823,0.044664472341537476
57,1855,0.02897539548575878
58,1887,0.032591238617897034
59,1919,0.035843830555677414
60,1951,0.02307787537574768
61,1983,0.020708821713924408
62,2015,0.03433533012866974
63,2047,0.2018144428730011
64,2079,0.04411686956882477
65,2111,0.04386310279369354
66,2143,0.0348300002515316
67,2175,0.03947320207953453
68,2207,0.03579956665635109
69,2239,0.02933860570192337
70,2271,0.021728452295064926
71,2303,0.018308157101273537
72,2335,0.018531015142798424
73,2367,0.01749344915151596
74,2399,0.016466030851006508
75,2431,0.012580151669681072
76,2463,0.014673569239675999
77,2495,0.013073490001261234
78,2527,0.012196267023682594
79,2559,0.013152744621038437
80,2591,0.015821443870663643
81,2623,0.015647802501916885
82,2655,0.010960499756038189
83,2687,0.012670263648033142
84,2719,0.01272402424365282
85,2751,0.01376426499336958
86,2783,0.01747005805373192
87,2815,0.011148876510560513
88,2847,0.01588732935488224
89,2879,0.020496046170592308
90,2911,0.012384247966110706
91,2943,0.015817534178495407
92,2975,0.010420093312859535
93,3007,0.009692722000181675
